Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;support;nat_lang_template;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right
Multi-object;;Alternate Precedence[order confirmation, purchase order] | | |;Binary;set();set();Alternate Precedence;order confirmation;purchase order;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'order confirmation': 0.6210375428199768, 'purchase order': 0.7213391661643982};0.6711883544921875;47fa4c12-c65b-436c-b629-3b05e6c47c12_Object_order confirmation_Object_purchase order;0.6072953254945817;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Precedence[purchase order item, invoice] | | |;Binary;set();set();Alternate Precedence;purchase order item;invoice;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'purchase order item': 0.6102054119110107, 'invoice': 0.5028042793273926};0.5565048456192017;47fa4c12-c65b-436c-b629-3b05e6c47c12_Object_purchase order item_Object_invoice;0.5040801675088944;[];['create invoice']
Multi-object;;Alternate Precedence[purchase order item, purchase order] | | |;Binary;set();set();Alternate Precedence;purchase order item;purchase order;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'purchase order item': 0.6102054119110107, 'purchase order': 0.7213391661643982};0.6657722890377045;47fa4c12-c65b-436c-b629-3b05e6c47c12_Object_purchase order item_Object_purchase order;0.6024208665855469;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Precedence[purchase order, invoice] | | |;Binary;set();set();Alternate Precedence;purchase order;invoice;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'purchase order': 0.7390336990356445, 'invoice': 0.5028042793273926};0.6209189891815186;47fa4c12-c65b-436c-b629-3b05e6c47c12_Object_purchase order_Object_invoice;0.5620528967149796;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];['create invoice']
Multi-object;;Responded Existence[purchase order, order confirmation] | | |;Binary;set();set();Responded Existence;purchase order;order confirmation;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.6050209403038025, 'order confirmation': 0.6210375428199768};0.6130292415618896;4eac1844-0cc0-4757-97ac-0f506ec49e91_Object_purchase order_Object_order confirmation;0.5549521238573135;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Responded Existence[purchase order, purchase order item] | | |;Binary;set();set();Responded Existence;purchase order;purchase order item;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.6050209403038025, 'purchase order item': 0.6102054119110107};0.6076131761074066;4eac1844-0cc0-4757-97ac-0f506ec49e91_Object_purchase order_Object_purchase order item;0.5500776649482788;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Alternate Response[invoice, invoice receipt] | | |;Binary;set();set();Alternate Response;invoice;invoice receipt;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 0.5028042793273926, 'invoice receipt': 0.7916640639305115};0.647234171628952;a4f0f6e6-7dbf-4390-9bb1-8501a8112892_Object_invoice_Object_invoice receipt;0.5857365609176697;['create invoice'];[]
Multi-object;;Alternate Response[invoice, final invoice indicator] | | |;Binary;set();set();Alternate Response;invoice;final invoice indicator;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 0.5028042793273926, 'final invoice indicator': 0.6769558787345886};0.5898800790309906;a4f0f6e6-7dbf-4390-9bb1-8501a8112892_Object_invoice_Object_final invoice indicator;0.5341178775795045;['create invoice'];[]
Multi-object;;Alternate Response[invoice, subsequent invoice] | | |;Binary;set();set();Alternate Response;invoice;subsequent invoice;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 0.5028042793273926, 'subsequent invoice': 0.8053135275840759};0.6540589034557343;a4f0f6e6-7dbf-4390-9bb1-8501a8112892_Object_invoice_Object_subsequent invoice;0.5918788195617737;['create invoice'];[]
Multi-object;;Alternate Response[purchase order, invoice receipt] | | |;Binary;set();set();Alternate Response;purchase order;invoice receipt;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'purchase order': 0.7213391661643982, 'invoice receipt': 0.7916640639305115};0.7565016150474548;a4f0f6e6-7dbf-4390-9bb1-8501a8112892_Object_purchase order_Object_invoice receipt;0.6840772599943222;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Alternate Response[purchase order, final invoice indicator] | | |;Binary;set();set();Alternate Response;purchase order;final invoice indicator;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'purchase order': 0.7213391661643982, 'final invoice indicator': 0.6769558787345886};0.6991475224494934;a4f0f6e6-7dbf-4390-9bb1-8501a8112892_Object_purchase order_Object_final invoice indicator;0.6324585766561569;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Alternate Response[purchase order, subsequent invoice] | | |;Binary;set();set();Alternate Response;purchase order;subsequent invoice;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'purchase order': 0.7213391661643982, 'subsequent invoice': 0.8053135275840759};0.7633263468742371;a4f0f6e6-7dbf-4390-9bb1-8501a8112892_Object_purchase order_Object_subsequent invoice;0.6902195186384262;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Responded Existence[invoice, invoice receipt] | | |;Binary;set();set();Responded Existence;invoice;invoice receipt;1;if {1} occurs in the process instance, then {2} occurs as well;{'invoice': 0.5028042793273926, 'invoice receipt': 0.7916640639305115};0.647234171628952;4491c802-351e-4a5f-9ccf-87bc594dd6d4_Object_invoice_Object_invoice receipt;0.5857365609176697;['create invoice'];[]
Multi-object;;Responded Existence[invoice, final invoice indicator] | | |;Binary;set();set();Responded Existence;invoice;final invoice indicator;1;if {1} occurs in the process instance, then {2} occurs as well;{'invoice': 0.5028042793273926, 'final invoice indicator': 0.6769558787345886};0.5898800790309906;4491c802-351e-4a5f-9ccf-87bc594dd6d4_Object_invoice_Object_final invoice indicator;0.5341178775795045;['create invoice'];[]
Multi-object;;Responded Existence[invoice, subsequent invoice] | | |;Binary;set();set();Responded Existence;invoice;subsequent invoice;1;if {1} occurs in the process instance, then {2} occurs as well;{'invoice': 0.5028042793273926, 'subsequent invoice': 0.8053135275840759};0.6540589034557343;4491c802-351e-4a5f-9ccf-87bc594dd6d4_Object_invoice_Object_subsequent invoice;0.5918788195617737;['create invoice'];[]
Multi-object;;Responded Existence[purchase order, invoice receipt] | | |;Binary;set();set();Responded Existence;purchase order;invoice receipt;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.7213391661643982, 'invoice receipt': 0.7916640639305115};0.7565016150474548;4491c802-351e-4a5f-9ccf-87bc594dd6d4_Object_purchase order_Object_invoice receipt;0.6840772599943222;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Responded Existence[purchase order, invoice] | | |;Binary;set();set();Responded Existence;purchase order;invoice;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.7213391661643982, 'invoice': 1.0};0.8606695830821991;4491c802-351e-4a5f-9ccf-87bc594dd6d4_Object_purchase order_Object_invoice;0.7778284312255921;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];['create invoice']
Multi-object;;Responded Existence[purchase order, final invoice indicator] | | |;Binary;set();set();Responded Existence;purchase order;final invoice indicator;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.7213391661643982, 'final invoice indicator': 0.6769558787345886};0.6991475224494934;4491c802-351e-4a5f-9ccf-87bc594dd6d4_Object_purchase order_Object_final invoice indicator;0.6324585766561569;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Responded Existence[purchase order, subsequent invoice] | | |;Binary;set();set();Responded Existence;purchase order;subsequent invoice;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.7213391661643982, 'subsequent invoice': 0.8053135275840759};0.7633263468742371;4491c802-351e-4a5f-9ccf-87bc594dd6d4_Object_purchase order_Object_subsequent invoice;0.6902195186384262;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Precedence[invoice receipt, invoice] | | |;Binary;set();set();Precedence;invoice receipt;invoice;1;{2} occurs only if it is preceded by {1};{'invoice receipt': 0.7916640639305115, 'invoice': 0.5028042793273926};0.647234171628952;4da1593a-d784-4d05-a2cc-99b2f45f2370_Object_invoice receipt_Object_invoice;0.5857365609176697;[];['create invoice']
Multi-object;;Precedence[invoice receipt, purchase order] | | |;Binary;set();set();Precedence;invoice receipt;purchase order;1;{2} occurs only if it is preceded by {1};{'invoice receipt': 0.7916640639305115, 'purchase order': 0.7213391661643982};0.7565016150474548;4da1593a-d784-4d05-a2cc-99b2f45f2370_Object_invoice receipt_Object_purchase order;0.6840772599943222;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Precedence[final invoice indicator, invoice] | | |;Binary;set();set();Precedence;final invoice indicator;invoice;1;{2} occurs only if it is preceded by {1};{'final invoice indicator': 0.6769558787345886, 'invoice': 0.5028042793273926};0.5898800790309906;4da1593a-d784-4d05-a2cc-99b2f45f2370_Object_final invoice indicator_Object_invoice;0.5341178775795045;[];['create invoice']
Multi-object;;Precedence[final invoice indicator, purchase order] | | |;Binary;set();set();Precedence;final invoice indicator;purchase order;1;{2} occurs only if it is preceded by {1};{'final invoice indicator': 0.6769558787345886, 'purchase order': 0.7213391661643982};0.6991475224494934;4da1593a-d784-4d05-a2cc-99b2f45f2370_Object_final invoice indicator_Object_purchase order;0.6324585766561569;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Precedence[subsequent invoice, invoice] | | |;Binary;set();set();Precedence;subsequent invoice;invoice;1;{2} occurs only if it is preceded by {1};{'subsequent invoice': 0.8053135275840759, 'invoice': 0.5028042793273926};0.6540589034557343;4da1593a-d784-4d05-a2cc-99b2f45f2370_Object_subsequent invoice_Object_invoice;0.5918788195617737;[];['create invoice']
Multi-object;;Precedence[subsequent invoice, purchase order] | | |;Binary;set();set();Precedence;subsequent invoice;purchase order;1;{2} occurs only if it is preceded by {1};{'subsequent invoice': 0.8053135275840759, 'purchase order': 0.7213391661643982};0.7633263468742371;4da1593a-d784-4d05-a2cc-99b2f45f2370_Object_subsequent invoice_Object_purchase order;0.6902195186384262;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Precedence[rejection indicator, purchase order] | | |;Binary;set();set();Alternate Precedence;rejection indicator;purchase order;10;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'rejection indicator': 0.6643834114074707, 'purchase order': 0.7283578515052795};0.6963706314563751;239e50ac-000d-446e-834e-9b3436852cac_Object_rejection indicator_Object_purchase order;0.6589916328268667;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Responded Existence[purchase order, approval] | | |;Binary;set();set();Responded Existence;purchase order;approval;6;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.7283578515052795, 'approval': 1.0000001192092896};0.8641789853572845;a72203e2-6252-43e9-83ea-6e8099a61c3f_Object_purchase order_Object_approval;0.7971159255312334;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Precedence[order confirmation, purchase order] | | |;Binary;set();set();Precedence;order confirmation;purchase order;1;{2} occurs only if it is preceded by {1};{'order confirmation': 0.5317136645317078, 'purchase order': 0.7390336990356445};0.6353736817836761;910fa079-36b8-45bb-90c5-3bc742fe9b98_Object_order confirmation_Object_purchase order;0.5750621200569214;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Precedence[purchase order item, purchase order] | | |;Binary;set();set();Precedence;purchase order item;purchase order;1;{2} occurs only if it is preceded by {1};{'purchase order item': 0.6446114182472229, 'purchase order': 0.7390336990356445};0.6918225586414337;910fa079-36b8-45bb-90c5-3bc742fe9b98_Object_purchase order item_Object_purchase order;0.6258661092289032;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Precedence[quantity, purchase order] | | |;Binary;set();set();Precedence;quantity;purchase order;1;{2} occurs only if it is preceded by {1};{'quantity': 0.5572239756584167, 'purchase order': 0.7390336990356445};0.6481288373470306;910fa079-36b8-45bb-90c5-3bc742fe9b98_Object_quantity_Object_purchase order;0.5865417600639404;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Responded Existence[purchase order, delivery indicator] | | |;Binary;set();set();Responded Existence;purchase order;delivery indicator;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.5134322047233582, 'delivery indicator': 0.6348334550857544};0.5741328299045563;f70ad7ba-1eef-4981-ad90-9db64bfbb2de_Object_purchase order_Object_delivery indicator;0.5199453533657136;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Precedence[order confirmation, invoice] | | |;Binary;set();set();Precedence;order confirmation;invoice;4;{2} occurs only if it is preceded by {1};{'order confirmation': 0.6315290331840515, 'invoice': 0.7409329414367676};0.6862309873104095;9d05cb9b-09d6-4847-ab7c-aa054fb2ffae_Object_order confirmation_Object_invoice;0.6305111143858203;[];['create invoice']
Multi-object;;Precedence[purchase order, invoice] | | |;Binary;set();set();Precedence;purchase order;invoice;4;{2} occurs only if it is preceded by {1};{'purchase order': 0.5473636388778687, 'invoice': 0.7409329414367676};0.6441482901573181;9d05cb9b-09d6-4847-ab7c-aa054fb2ffae_Object_purchase order_Object_invoice;0.592636686948038;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];['create invoice']
Multi-object;;Precedence[invoice receipt, invoice] | | |;Binary;set();set();Precedence;invoice receipt;invoice;1;{2} occurs only if it is preceded by {1};{'invoice receipt': 0.7555623650550842, 'invoice': 1.0};0.8777811825275421;f545902e-da1f-43d7-9287-bb10a3f49657_Object_invoice receipt_Object_invoice;0.7932288707264008;[];['create invoice']
Multi-object;;Precedence[final invoice indicator, invoice] | | |;Binary;set();set();Precedence;final invoice indicator;invoice;1;{2} occurs only if it is preceded by {1};{'final invoice indicator': 0.7054398655891418, 'invoice': 1.0};0.8527199327945709;f545902e-da1f-43d7-9287-bb10a3f49657_Object_final invoice indicator_Object_invoice;0.7706737459667267;[];['create invoice']
Multi-object;;Precedence[subsequent invoice, invoice] | | |;Binary;set();set();Precedence;subsequent invoice;invoice;1;{2} occurs only if it is preceded by {1};{'subsequent invoice': 0.6850513219833374, 'invoice': 1.0};0.8425256609916687;f545902e-da1f-43d7-9287-bb10a3f49657_Object_subsequent invoice_Object_invoice;0.7614989013441147;[];['create invoice']
Multi-object;;Alternate Response[invoice, invoice receipt] | | |;Binary;set();set();Alternate Response;invoice;invoice receipt;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 0.7978849411010742, 'invoice receipt': 0.7916640639305115};0.7947745025157928;397422b6-e434-4c89-8873-d665c962008a_Object_invoice_Object_invoice receipt;0.7185228587158264;['create invoice'];[]
Multi-object;;Alternate Response[invoice, final invoice indicator] | | |;Binary;set();set();Alternate Response;invoice;final invoice indicator;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 0.7978849411010742, 'final invoice indicator': 0.6769558787345886};0.7374204099178314;397422b6-e434-4c89-8873-d665c962008a_Object_invoice_Object_final invoice indicator;0.6669041753776611;['create invoice'];[]
Multi-object;;Alternate Response[invoice, subsequent invoice] | | |;Binary;set();set();Alternate Response;invoice;subsequent invoice;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 0.7978849411010742, 'subsequent invoice': 0.8053135275840759};0.8015992343425751;397422b6-e434-4c89-8873-d665c962008a_Object_invoice_Object_subsequent invoice;0.7246651173599304;['create invoice'];[]
Multi-object;;Responded Existence[purchase order, order confirmation] | | |;Binary;set();set();Responded Existence;purchase order;order confirmation;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.5383486151695251, 'order confirmation': 0.6210375428199768};0.579693078994751;93590400-19ca-4f88-a548-687d002611c7_Object_purchase order_Object_order confirmation;0.5249495775468888;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Responded Existence[purchase order, purchase order item] | | |;Binary;set();set();Responded Existence;purchase order;purchase order item;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.5383486151695251, 'purchase order item': 0.6102054119110107};0.5742770135402679;93590400-19ca-4f88-a548-687d002611c7_Object_purchase order_Object_purchase order item;0.520075118637854;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Responded Existence[purchase order, purchase order item] | | |;Binary;set();{'075bd1a4489e4e6a9e7ee86373afd854sid-2CDA540B-BB09-4E86-9FB4-AFBC099DD30C', '075bd1a4489e4e6a9e7ee86373afd854sid-6B811ECB-6E1E-4FCC-9160-DC27BB8D18A5'};Responded Existence;purchase order;purchase order item;2;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.5977191925048828, 'purchase order item': 0.5597568154335022};0.5787380039691925;08d31ab6-f275-4890-ba29-fbd2a4ed06d8_Object_purchase order_Object_purchase order item;0.5273158164754991;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Precedence[payment block, purchase order] | | |;Binary;set();set();Precedence;payment block;purchase order;1;{2} occurs only if it is preceded by {1};{'payment block': 0.5281859040260315, 'purchase order': 0.7731059789657593};0.6506459414958954;34d39dfb-23da-4639-b692-329569c01ec1_Object_payment block_Object_purchase order;0.5888071537979187;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Precedence[order confirmation, purchase order] | | |;Binary;set();set();Precedence;order confirmation;purchase order;1;{2} occurs only if it is preceded by {1};{'order confirmation': 0.6210375428199768, 'purchase order': 0.7731059789657593};0.697071760892868;225308e5-b603-46e4-8e55-d10ade01b325_Object_order confirmation_Object_purchase order;0.6305903912551941;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Precedence[purchase order item, purchase order] | | |;Binary;set();set();Precedence;purchase order item;purchase order;1;{2} occurs only if it is preceded by {1};{'purchase order item': 0.6102054119110107, 'purchase order': 0.7731059789657593};0.691655695438385;225308e5-b603-46e4-8e55-d10ade01b325_Object_purchase order item_Object_purchase order;0.6257159323461594;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Response[purchase order, delivery indicator] | | |;Binary;set();set();Alternate Response;purchase order;delivery indicator;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'purchase order': 0.5701219439506531, 'delivery indicator': 0.5967668294906616};0.5834443867206573;d17ab9a2-f88b-4863-bd52-eca7b7508f03_Object_purchase order_Object_delivery indicator;0.5283257545002045;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Succession[purchase order, order confirmation] | | |;Binary;set();{'b387bf22d04f40f181989cb750a210b5sid-fa9a5b7c2b2e43be99372a29ee424e0a', 'f2818d3742b444929a52d58b565ea1fbsid-959B1AFC-CC87-402C-B237-6FDE7346D4F8'};Succession;purchase order;order confirmation;1;{1} occurs if and only if it is followed by {2};{'purchase order': 0.5911106467247009, 'order confirmation': 0.5252692103385925};0.5581899285316467;dba00159-4a9d-404f-a952-c612429a5b35_Object_purchase order_Object_order confirmation;0.505596742130095;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Alternate Succession[delivery indicator, invoice] | | |;Binary;set();set();Alternate Succession;delivery indicator;invoice;1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'delivery indicator': 0.5560116767883301, 'invoice': 0.7916640639305115};0.6738378703594208;45291061-ccee-45a2-848d-034e3e0048ee_Object_delivery indicator_Object_invoice;0.6096798897750916;[];['create invoice']
Multi-object;;Succession[purchase requisition item, invoice] | | |;Binary;set();set();Succession;purchase requisition item;invoice;1;{1} occurs if and only if it is followed by {2};{'purchase requisition item': 0.610601544380188, 'invoice': 0.7916640639305115};0.7011328041553497;fbd332b9-f0fe-4701-80af-3b4da6721a7d_Object_purchase requisition item_Object_invoice;0.6342453301914276;[];['create invoice']
Multi-object;;Succession[delivery indicator, invoice] | | |;Binary;set();set();Succession;delivery indicator;invoice;1;{1} occurs if and only if it is followed by {2};{'delivery indicator': 0.5560116767883301, 'invoice': 0.7916640639305115};0.6738378703594208;fbd332b9-f0fe-4701-80af-3b4da6721a7d_Object_delivery indicator_Object_invoice;0.6096798897750916;[];['create invoice']
Multi-object;;Alternate Precedence[invoice receipt, purchase order] | | |;Binary;set();set();Alternate Precedence;invoice receipt;purchase order;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'invoice receipt': 0.7916640639305115, 'purchase order': 0.5273601412773132};0.6595121026039124;e0f55dc6-9d54-49c1-8659-77aba4937bb3_Object_invoice receipt_Object_purchase order;0.596786698795134;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Precedence[final invoice indicator, purchase order] | | |;Binary;set();set();Alternate Precedence;final invoice indicator;purchase order;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'final invoice indicator': 0.6769558787345886, 'purchase order': 0.5273601412773132};0.6021580100059509;e0f55dc6-9d54-49c1-8659-77aba4937bb3_Object_final invoice indicator_Object_purchase order;0.5451680154569687;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Precedence[subsequent invoice, purchase order] | | |;Binary;set();set();Alternate Precedence;subsequent invoice;purchase order;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'subsequent invoice': 0.8053135275840759, 'purchase order': 0.5273601412773132};0.6663368344306946;e0f55dc6-9d54-49c1-8659-77aba4937bb3_Object_subsequent invoice_Object_purchase order;0.602928957439238;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Precedence[price, purchase order] | | |;Binary;set();set();Alternate Precedence;price;purchase order;2;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'price': 0.6062408685684204, 'purchase order': 0.5122939944267273};0.5592674314975739;e306a854-f85e-42a1-87c9-f618b07a97f8_Object_price_Object_purchase order;0.5097923012510424;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Precedence[purchase order item, purchase order] | | |;Binary;set();set();Precedence;purchase order item;purchase order;1;{2} occurs only if it is preceded by {1};{'purchase order item': 0.6179289817810059, 'purchase order': 1.0};0.8089644908905029;507b29c2-1243-4b06-92ad-18910f737f1b_Object_purchase order item_Object_purchase order;0.7312938482530655;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Succession[order confirmation, invoice] | | |;Binary;set();set();Succession;order confirmation;invoice;1;{1} occurs if and only if it is followed by {2};{'order confirmation': 0.6210375428199768, 'invoice': 0.5029624700546265};0.5620000064373016;bc7f2b2b-d3f0-4145-ab5b-32cf7269ddc0_Object_order confirmation_Object_invoice;0.5090258122451844;[];['create invoice']
Multi-object;;Succession[purchase order item, invoice] | | |;Binary;set();set();Succession;purchase order item;invoice;1;{1} occurs if and only if it is followed by {2};{'purchase order item': 0.6102054119110107, 'invoice': 0.5029624700546265};0.5565839409828186;bc7f2b2b-d3f0-4145-ab5b-32cf7269ddc0_Object_purchase order item_Object_invoice;0.5041513533361496;[];['create invoice']
Multi-object;;Alternate Response[invoice, invoice receipt] | | |;Binary;set();set();Alternate Response;invoice;invoice receipt;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 1.0, 'invoice receipt': 0.6541438698768616};0.8270719349384308;944489eb-3045-4a2a-a6fa-bc585a5544bd_Object_invoice_Object_invoice receipt;0.7475905478962006;['create invoice'];[]
Multi-object;;Alternate Response[invoice, goods receipt] | | |;Binary;set();set();Alternate Response;invoice;goods receipt;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 1.0, 'goods receipt': 0.741655707359314};0.870827853679657;944489eb-3045-4a2a-a6fa-bc585a5544bd_Object_invoice_Object_goods receipt;0.7869708747633042;['create invoice'];[]
Multi-object;;Responded Existence[purchase order, invoice receipt] | | |;Binary;set();set();Responded Existence;purchase order;invoice receipt;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.7283578515052795, 'invoice receipt': 0.7916640639305115};0.7600109577178955;7d1db4b6-94a5-4ce8-91d2-c5880b54115a_Object_purchase order_Object_invoice receipt;0.6872356683977189;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Responded Existence[purchase order, invoice] | | |;Binary;set();set();Responded Existence;purchase order;invoice;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.7283578515052795, 'invoice': 1.0};0.8641789257526398;7d1db4b6-94a5-4ce8-91d2-c5880b54115a_Object_purchase order_Object_invoice;0.7809868396289886;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];['create invoice']
Multi-object;;Responded Existence[purchase order, final invoice indicator] | | |;Binary;set();set();Responded Existence;purchase order;final invoice indicator;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.7283578515052795, 'final invoice indicator': 0.6769558787345886};0.7026568651199341;7d1db4b6-94a5-4ce8-91d2-c5880b54115a_Object_purchase order_Object_final invoice indicator;0.6356169850595536;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Responded Existence[purchase order, subsequent invoice] | | |;Binary;set();set();Responded Existence;purchase order;subsequent invoice;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.7283578515052795, 'subsequent invoice': 0.8053135275840759};0.7668356895446777;7d1db4b6-94a5-4ce8-91d2-c5880b54115a_Object_purchase order_Object_subsequent invoice;0.6933779270418229;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Alternate Precedence[goods receipt, purchase order] | | |;Binary;set();set();Alternate Precedence;goods receipt;purchase order;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'goods receipt': 0.589342474937439, 'purchase order': 0.6073113083839417};0.5983268916606903;275f970c-e3fb-417a-a2e2-a9e94c154fb8_Object_goods receipt_Object_purchase order;0.5417200089462342;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Responded Existence[purchase order, price] | | |;Binary;set();set();Responded Existence;purchase order;price;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.6073113083839417, 'price': 1.0000001192092896};0.8036557137966156;a18f1edc-4ccd-4c6b-8cf9-90660103a555_Object_purchase order_Object_price;0.726515948868567;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
