Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;support;nat_lang_template;label_based_generality;object_based_generality;name_based_generality;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right
Activity;;Alternate Succession[customer contact role added business user, customer contact role added economic buyer] | | |;Binary;set();set();Alternate Response;customer contact role added business user;customer contact role added economic buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added business user': 0.6146419048309326, 'customer contact role added economic buyer': 0.5236126184463501};0.5691272616386414;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added economic buyer;0.5522145354747773;['Customer contact role added: Business User'];['Customer contact role added: Economic Buyer']
Activity;;Alternate Succession[customer contact role added business user, customer contact role added technical buyer] | | |;Binary;set();set();Alternate Response;customer contact role added business user;customer contact role added technical buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added business user': 0.6146419048309326, 'customer contact role added technical buyer': 0.5193029642105103};0.5669724345207214;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added technical buyer;0.5502751910686493;['Customer contact role added: Business User'];['Customer contact role added: Technical Buyer']
Activity;;Alternate Succession[customer contact role added business user, customer contact role added partner enablement contact] | | |;Binary;set();set();Alternate Response;customer contact role added business user;customer contact role added partner enablement contact;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added business user': 0.6146419048309326, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5765243172645569;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added partner enablement contact;0.5588718855381013;['Customer contact role added: Business User'];['Customer contact role added: Partner Enablement Contact']
Activity;;Alternate Succession[customer contact role added executive sponsor, customer contact role added procurement] | | |;Binary;set();set();Alternate Response;customer contact role added executive sponsor;customer contact role added procurement;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added executive sponsor': 0.5388553142547607, 'customer contact role added procurement': 0.5689608454704285};0.5539080798625946;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added executive sponsor_Object_customer contact role added procurement;0.5385172718763351;['Customer contact role added: Executive Sponsor'];['Customer contact role added: Procurement']
Activity;;Alternate Succession[customer contact role added executive sponsor, customer contact role added partner] | | |;Binary;set();set();Alternate Response;customer contact role added executive sponsor;customer contact role added partner;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added executive sponsor': 0.5388553142547607, 'customer contact role added partner': 0.583226203918457};0.5610407590866089;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added executive sponsor_Object_customer contact role added partner;0.5449366831779481;['Customer contact role added: Executive Sponsor'];['Customer contact role added: Partner']
Activity;;Alternate Succession[customer contact role added executive sponsor, customer contact role added economic buyer] | | |;Binary;set();set();Alternate Response;customer contact role added executive sponsor;customer contact role added economic buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added executive sponsor': 0.5388553142547607, 'customer contact role added economic buyer': 0.5236126184463501};0.5312339663505554;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added executive sponsor_Object_customer contact role added economic buyer;0.5181105697154998;['Customer contact role added: Executive Sponsor'];['Customer contact role added: Economic Buyer']
Activity;;Alternate Succession[customer contact role added executive sponsor, customer contact role added technical buyer] | | |;Binary;set();set();Alternate Response;customer contact role added executive sponsor;customer contact role added technical buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added executive sponsor': 0.5388553142547607, 'customer contact role added technical buyer': 0.5193029642105103};0.5290791392326355;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added executive sponsor_Object_customer contact role added technical buyer;0.516171225309372;['Customer contact role added: Executive Sponsor'];['Customer contact role added: Technical Buyer']
Activity;;Alternate Succession[customer contact role added executive sponsor, customer contact role added partner enablement contact] | | |;Binary;set();set();Alternate Response;customer contact role added executive sponsor;customer contact role added partner enablement contact;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added executive sponsor': 0.5388553142547607, 'customer contact role added partner enablement contact': 0.5384067296981812};0.538631021976471;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added executive sponsor_Object_customer contact role added partner enablement contact;0.5247679197788239;['Customer contact role added: Executive Sponsor'];['Customer contact role added: Partner Enablement Contact']
Activity;;Alternate Succession[customer contact role added professional service contact, customer contact role added procurement] | | |;Binary;set();set();Alternate Response;customer contact role added professional service contact;customer contact role added procurement;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added professional service contact': 0.5494768023490906, 'customer contact role added procurement': 0.5689608454704285};0.5592188239097595;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added professional service contact_Object_customer contact role added procurement;0.5432969415187836;['Customer contact role added: Professional Service contact'];['Customer contact role added: Procurement']
Activity;;Alternate Succession[customer contact role added professional service contact, customer contact role added partner] | | |;Binary;set();set();Alternate Response;customer contact role added professional service contact;customer contact role added partner;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added professional service contact': 0.5494768023490906, 'customer contact role added partner': 0.583226203918457};0.5663515031337738;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added professional service contact_Object_customer contact role added partner;0.5497163528203964;['Customer contact role added: Professional Service contact'];['Customer contact role added: Partner']
Activity;;Alternate Succession[customer contact role added professional service contact, customer contact role added economic buyer] | | |;Binary;set();set();Alternate Response;customer contact role added professional service contact;customer contact role added economic buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added professional service contact': 0.5494768023490906, 'customer contact role added economic buyer': 0.5236126184463501};0.5365447103977203;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added professional service contact_Object_customer contact role added economic buyer;0.5228902393579483;['Customer contact role added: Professional Service contact'];['Customer contact role added: Economic Buyer']
Activity;;Alternate Succession[customer contact role added professional service contact, customer contact role added technical buyer] | | |;Binary;set();set();Alternate Response;customer contact role added professional service contact;customer contact role added technical buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added professional service contact': 0.5494768023490906, 'customer contact role added technical buyer': 0.5193029642105103};0.5343898832798004;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added professional service contact_Object_customer contact role added technical buyer;0.5209508949518203;['Customer contact role added: Professional Service contact'];['Customer contact role added: Technical Buyer']
Activity;;Alternate Succession[customer contact role added professional service contact, customer contact role added partner enablement contact] | | |;Binary;set();set();Alternate Response;customer contact role added professional service contact;customer contact role added partner enablement contact;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added professional service contact': 0.5494768023490906, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5439417660236359;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added professional service contact_Object_customer contact role added partner enablement contact;0.5295475894212723;['Customer contact role added: Professional Service contact'];['Customer contact role added: Partner Enablement Contact']
Activity;;Alternate Succession[customer contact role added it security, customer contact role added procurement] | | |;Binary;set();set();Alternate Response;customer contact role added it security;customer contact role added procurement;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added it security': 0.5038391947746277, 'customer contact role added procurement': 0.5689608454704285};0.5364000201225281;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added it security_Object_customer contact role added procurement;0.5227600181102753;['Customer contact role added: IT Security'];['Customer contact role added: Procurement']
Activity;;Alternate Succession[customer contact role added it security, customer contact role added partner] | | |;Binary;set();set();Alternate Response;customer contact role added it security;customer contact role added partner;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added it security': 0.5038391947746277, 'customer contact role added partner': 0.583226203918457};0.5435326993465424;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added it security_Object_customer contact role added partner;0.5291794294118881;['Customer contact role added: IT Security'];['Customer contact role added: Partner']
Activity;;Alternate Succession[customer contact role added it security, customer contact role added economic buyer] | | |;Binary;set();set();Alternate Response;customer contact role added it security;customer contact role added economic buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added it security': 0.5038391947746277, 'customer contact role added economic buyer': 0.5236126184463501};0.5137259066104889;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added it security_Object_customer contact role added economic buyer;0.50235331594944;['Customer contact role added: IT Security'];['Customer contact role added: Economic Buyer']
Activity;;Alternate Succession[customer contact role added it security, customer contact role added technical buyer] | | |;Binary;set();set();Alternate Response;customer contact role added it security;customer contact role added technical buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added it security': 0.5038391947746277, 'customer contact role added technical buyer': 0.5193029642105103};0.511571079492569;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added it security_Object_customer contact role added technical buyer;0.5004139715433121;['Customer contact role added: IT Security'];['Customer contact role added: Technical Buyer']
Activity;;Alternate Succession[customer contact role added it security, customer contact role added partner enablement contact] | | |;Binary;set();set();Alternate Response;customer contact role added it security;customer contact role added partner enablement contact;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added it security': 0.5038391947746277, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5211229622364044;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added it security_Object_customer contact role added partner enablement contact;0.509010666012764;['Customer contact role added: IT Security'];['Customer contact role added: Partner Enablement Contact']
Activity;;Alternate Succession[customer contact role added economic buyer, customer contact role added partner] | | |;Binary;set();set();Alternate Response;customer contact role added economic buyer;customer contact role added partner;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added economic buyer': 0.5975871682167053, 'customer contact role added partner': 0.583226203918457};0.5904066860675812;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added economic buyer_Object_customer contact role added partner;0.5713660174608232;['Customer contact role added: Economic Buyer'];['Customer contact role added: Partner']
Activity;;Alternate Succession[customer contact role added economic buyer, customer contact role added technical buyer] | | |;Binary;set();set();Alternate Response;customer contact role added economic buyer;customer contact role added technical buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added economic buyer': 0.5975871682167053, 'customer contact role added technical buyer': 0.5193029642105103};0.5584450662136078;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added economic buyer_Object_customer contact role added technical buyer;0.5426005595922471;['Customer contact role added: Economic Buyer'];['Customer contact role added: Technical Buyer']
Activity;;Alternate Succession[customer contact role added economic buyer, customer contact role added partner enablement contact] | | |;Binary;set();set();Alternate Response;customer contact role added economic buyer;customer contact role added partner enablement contact;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added economic buyer': 0.5975871682167053, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5679969489574432;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added economic buyer_Object_customer contact role added partner enablement contact;0.551197254061699;['Customer contact role added: Economic Buyer'];['Customer contact role added: Partner Enablement Contact']
Activity;;Alternate Succession[customer contact role added technical buyer, customer contact role added partner] | | |;Binary;set();set();Alternate Response;customer contact role added technical buyer;customer contact role added partner;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added technical buyer': 0.6013031601905823, 'customer contact role added partner': 0.583226203918457};0.5922646820545197;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added technical buyer_Object_customer contact role added partner;0.5730382138490677;['Customer contact role added: Technical Buyer'];['Customer contact role added: Partner']
Activity;;Alternate Succession[customer contact role added technical buyer, customer contact role added partner enablement contact] | | |;Binary;set();set();Alternate Response;customer contact role added technical buyer;customer contact role added partner enablement contact;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added technical buyer': 0.6013031601905823, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5698549449443817;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added technical buyer_Object_customer contact role added partner enablement contact;0.5528694504499436;['Customer contact role added: Technical Buyer'];['Customer contact role added: Partner Enablement Contact']
Activity;;Alternate Succession[customer contact role added economic decision maker, customer contact role added procurement] | | |;Binary;set();set();Alternate Response;customer contact role added economic decision maker;customer contact role added procurement;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added economic decision maker': 0.5666202306747437, 'customer contact role added procurement': 0.5689608454704285};0.5677905380725861;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added economic decision maker_Object_customer contact role added procurement;0.5510114842653275;['Customer contact role added: Economic Decision Maker'];['Customer contact role added: Procurement']
Activity;;Alternate Succession[customer contact role added economic decision maker, customer contact role added partner] | | |;Binary;set();set();Alternate Response;customer contact role added economic decision maker;customer contact role added partner;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added economic decision maker': 0.5666202306747437, 'customer contact role added partner': 0.583226203918457};0.5749232172966003;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added economic decision maker_Object_customer contact role added partner;0.5574308955669404;['Customer contact role added: Economic Decision Maker'];['Customer contact role added: Partner']
Activity;;Alternate Succession[customer contact role added economic decision maker, customer contact role added economic buyer] | | |;Binary;set();set();Alternate Response;customer contact role added economic decision maker;customer contact role added economic buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added economic decision maker': 0.5666202306747437, 'customer contact role added economic buyer': 0.5236126184463501};0.5451164245605469;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added economic decision maker_Object_customer contact role added economic buyer;0.5306047821044922;['Customer contact role added: Economic Decision Maker'];['Customer contact role added: Economic Buyer']
Activity;;Alternate Succession[customer contact role added economic decision maker, customer contact role added technical buyer] | | |;Binary;set();set();Alternate Response;customer contact role added economic decision maker;customer contact role added technical buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added economic decision maker': 0.5666202306747437, 'customer contact role added technical buyer': 0.5193029642105103};0.542961597442627;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added economic decision maker_Object_customer contact role added technical buyer;0.5286654376983643;['Customer contact role added: Economic Decision Maker'];['Customer contact role added: Technical Buyer']
Activity;;Alternate Succession[customer contact role added economic decision maker, customer contact role added partner enablement contact] | | |;Binary;set();set();Alternate Response;customer contact role added economic decision maker;customer contact role added partner enablement contact;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added economic decision maker': 0.5666202306747437, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5525134801864624;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added economic decision maker_Object_customer contact role added partner enablement contact;0.5372621321678162;['Customer contact role added: Economic Decision Maker'];['Customer contact role added: Partner Enablement Contact']
Activity;;Alternate Succession[customer contact role added partner enablement contact, customer contact role added partner] | | |;Binary;set();set();Alternate Response;customer contact role added partner enablement contact;customer contact role added partner;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added partner enablement contact': 0.6404120326042175, 'customer contact role added partner': 0.583226203918457};0.6118191182613373;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added partner enablement contact_Object_customer contact role added partner;0.5906372064352036;['Customer contact role added: Partner Enablement Contact'];['Customer contact role added: Partner']
Activity;;Alternate Succession[customer contact role added legal, customer contact role added procurement] | | |;Binary;set();set();Alternate Response;customer contact role added legal;customer contact role added procurement;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added legal': 0.5346662998199463, 'customer contact role added procurement': 0.5689608454704285};0.5518135726451874;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added legal_Object_customer contact role added procurement;0.5366322153806686;['Customer contact role added: Legal'];['Customer contact role added: Procurement']
Activity;;Alternate Succession[customer contact role added legal, customer contact role added partner] | | |;Binary;set();set();Alternate Response;customer contact role added legal;customer contact role added partner;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added legal': 0.5346662998199463, 'customer contact role added partner': 0.583226203918457};0.5589462518692017;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added legal_Object_customer contact role added partner;0.5430516266822816;['Customer contact role added: Legal'];['Customer contact role added: Partner']
Activity;;Alternate Succession[customer contact role added legal, customer contact role added economic buyer] | | |;Binary;set();set();Alternate Response;customer contact role added legal;customer contact role added economic buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added legal': 0.5346662998199463, 'customer contact role added economic buyer': 0.5236126184463501};0.5291394591331482;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added legal_Object_customer contact role added economic buyer;0.5162255132198333;['Customer contact role added: Legal'];['Customer contact role added: Economic Buyer']
Activity;;Alternate Succession[customer contact role added legal, customer contact role added technical buyer] | | |;Binary;set();set();Alternate Response;customer contact role added legal;customer contact role added technical buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added legal': 0.5346662998199463, 'customer contact role added technical buyer': 0.5193029642105103};0.5269846320152283;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added legal_Object_customer contact role added technical buyer;0.5142861688137055;['Customer contact role added: Legal'];['Customer contact role added: Technical Buyer']
Activity;;Alternate Succession[customer contact role added legal, customer contact role added partner enablement contact] | | |;Binary;set();set();Alternate Response;customer contact role added legal;customer contact role added partner enablement contact;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added legal': 0.5346662998199463, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5365365147590637;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added legal_Object_customer contact role added partner enablement contact;0.5228828632831574;['Customer contact role added: Legal'];['Customer contact role added: Partner Enablement Contact']
Activity;;Succession[customer contact role added billing contact, customer contact role added procurement] | | |;Binary;set();set();Precedence;customer contact role added billing contact;customer contact role added procurement;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added billing contact': 0.5120428800582886, 'customer contact role added procurement': 0.5689608454704285};0.5405018627643585;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added billing contact_Object_customer contact role added procurement;0.5264516764879227;['Customer contact role added: Billing Contact'];['Customer contact role added: Procurement']
Activity;;Succession[customer contact role added billing contact, customer contact role added partner] | | |;Binary;set();set();Precedence;customer contact role added billing contact;customer contact role added partner;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added billing contact': 0.5120428800582886, 'customer contact role added partner': 0.583226203918457};0.5476345419883728;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added billing contact_Object_customer contact role added partner;0.5328710877895355;['Customer contact role added: Billing Contact'];['Customer contact role added: Partner']
Activity;;Succession[customer contact role added billing contact, customer contact role added economic buyer] | | |;Binary;set();set();Precedence;customer contact role added billing contact;customer contact role added economic buyer;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added billing contact': 0.5120428800582886, 'customer contact role added economic buyer': 0.5236126184463501};0.5178277492523193;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added billing contact_Object_customer contact role added economic buyer;0.5060449743270874;['Customer contact role added: Billing Contact'];['Customer contact role added: Economic Buyer']
Activity;;Succession[customer contact role added billing contact, customer contact role added technical buyer] | | |;Binary;set();set();Precedence;customer contact role added billing contact;customer contact role added technical buyer;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added billing contact': 0.5120428800582886, 'customer contact role added technical buyer': 0.5193029642105103};0.5156729221343994;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added billing contact_Object_customer contact role added technical buyer;0.5041056299209595;['Customer contact role added: Billing Contact'];['Customer contact role added: Technical Buyer']
Activity;;Succession[customer contact role added billing contact, customer contact role added partner enablement contact] | | |;Binary;set();set();Precedence;customer contact role added billing contact;customer contact role added partner enablement contact;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added billing contact': 0.5120428800582886, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5252248048782349;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added billing contact_Object_customer contact role added partner enablement contact;0.5127023243904114;['Customer contact role added: Billing Contact'];['Customer contact role added: Partner Enablement Contact']
Activity;;Succession[customer contact role added influencer, customer contact role added procurement] | | |;Binary;set();set();Precedence;customer contact role added influencer;customer contact role added procurement;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added influencer': 0.52794349193573, 'customer contact role added procurement': 0.5689608454704285};0.5484521687030792;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added influencer_Object_customer contact role added procurement;0.5336069518327713;['Customer contact role added: Influencer'];['Customer contact role added: Procurement']
Activity;;Succession[customer contact role added influencer, customer contact role added partner] | | |;Binary;set();set();Precedence;customer contact role added influencer;customer contact role added partner;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added influencer': 0.52794349193573, 'customer contact role added partner': 0.583226203918457};0.5555848479270935;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added influencer_Object_customer contact role added partner;0.5400263631343842;['Customer contact role added: Influencer'];['Customer contact role added: Partner']
Activity;;Succession[customer contact role added influencer, customer contact role added economic buyer] | | |;Binary;set();set();Precedence;customer contact role added influencer;customer contact role added economic buyer;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added influencer': 0.52794349193573, 'customer contact role added economic buyer': 0.5236126184463501};0.52577805519104;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added influencer_Object_customer contact role added economic buyer;0.513200249671936;['Customer contact role added: Influencer'];['Customer contact role added: Economic Buyer']
Activity;;Succession[customer contact role added influencer, customer contact role added technical buyer] | | |;Binary;set();set();Precedence;customer contact role added influencer;customer contact role added technical buyer;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added influencer': 0.52794349193573, 'customer contact role added technical buyer': 0.5193029642105103};0.5236232280731201;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added influencer_Object_customer contact role added technical buyer;0.5112609052658081;['Customer contact role added: Influencer'];['Customer contact role added: Technical Buyer']
Activity;;Succession[customer contact role added influencer, customer contact role added partner enablement contact] | | |;Binary;set();set();Precedence;customer contact role added influencer;customer contact role added partner enablement contact;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added influencer': 0.52794349193573, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5331751108169556;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added influencer_Object_customer contact role added partner enablement contact;0.51985759973526;['Customer contact role added: Influencer'];['Customer contact role added: Partner Enablement Contact']
Activity;;Succession[customer contact role added procurement, customer contact role added partner] | | |;Binary;set();set();Precedence;customer contact role added procurement;customer contact role added partner;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added procurement': 0.5755096077919006, 'customer contact role added partner': 0.583226203918457};0.5793679058551788;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added procurement_Object_customer contact role added partner;0.561431115269661;['Customer contact role added: Procurement'];['Customer contact role added: Partner']
Activity;;Succession[customer contact role added procurement, customer contact role added economic buyer] | | |;Binary;set();set();Precedence;customer contact role added procurement;customer contact role added economic buyer;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added procurement': 0.5755096077919006, 'customer contact role added economic buyer': 0.5236126184463501};0.5495611131191254;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added procurement_Object_customer contact role added economic buyer;0.5346050018072128;['Customer contact role added: Procurement'];['Customer contact role added: Economic Buyer']
Activity;;Succession[customer contact role added procurement, customer contact role added technical buyer] | | |;Binary;set();set();Precedence;customer contact role added procurement;customer contact role added technical buyer;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added procurement': 0.5755096077919006, 'customer contact role added technical buyer': 0.5193029642105103};0.5474062860012054;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added procurement_Object_customer contact role added technical buyer;0.532665657401085;['Customer contact role added: Procurement'];['Customer contact role added: Technical Buyer']
Activity;;Succession[customer contact role added procurement, customer contact role added partner enablement contact] | | |;Binary;set();set();Precedence;customer contact role added procurement;customer contact role added partner enablement contact;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added procurement': 0.5755096077919006, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5569581687450409;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added procurement_Object_customer contact role added partner enablement contact;0.5412623518705368;['Customer contact role added: Procurement'];['Customer contact role added: Partner Enablement Contact']
Activity;;Succession[customer contact role added business user, customer contact role added procurement] | | |;Binary;set();set();Precedence;customer contact role added business user;customer contact role added procurement;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added business user': 0.6146419048309326, 'customer contact role added procurement': 0.5689608454704285};0.5918013751506805;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added business user_Object_customer contact role added procurement;0.5726212376356126;['Customer contact role added: Business User'];['Customer contact role added: Procurement']
